"Timestamp","SourceIP","DestinationIP","Port","AttackType","Status"
"12/26/2024 6:35:07 PM","199.159.175.222","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:32:07 PM","155.198.32.196","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:40:07 AM","238.22.111.38","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 1:00:07 PM","86.226.128.95","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:13:07 PM","150.207.49.149","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:14:07 AM","209.116.236.26","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:15:07 PM","126.56.201.62","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 1:19:07 AM","246.16.237.135","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 9:54:07 AM","147.88.36.112","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:50:07 AM","167.1.38.161","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:29:07 PM","70.102.33.174","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 10:53:07 AM","47.194.65.238","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 1:59:07 AM","50.127.113.179","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 1:45:07 AM","75.156.122.143","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 3:53:07 PM","220.23.98.212","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:45:07 PM","115.137.198.177","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 3:13:07 AM","162.13.193.192","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:33:07 PM","43.220.201.179","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 4:04:07 PM","112.132.254.54","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 3:13:07 PM","3.249.156.131","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:34:07 AM","118.61.225.98","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:17:07 AM","185.14.111.79","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:46:07 AM","99.170.67.158","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:35:07 PM","24.166.75.39","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 8:32:07 AM","235.100.78.113","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:46:07 PM","216.208.149.226","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:48:07 AM","8.118.45.214","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 1:53:07 AM","58.103.116.16","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 9:03:07 AM","71.188.197.49","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 12:43:07 PM","74.214.180.109","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 10:48:07 PM","14.16.135.125","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 3:40:07 AM","145.214.107.225","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 8:32:07 PM","171.244.2.135","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 1:09:07 AM","213.120.29.31","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 8:29:07 AM","198.23.206.86","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 8:54:07 PM","218.199.42.138","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 12:09:07 AM","66.184.39.38","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:35:07 PM","222.189.230.147","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 9:44:07 AM","87.25.238.61","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 8:52:07 PM","101.101.120.57","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 2:55:07 AM","9.132.3.242","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:56:07 AM","245.227.249.95","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:03:07 AM","1.160.223.58","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 9:56:07 AM","29.181.84.183","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 8:38:07 AM","37.240.198.125","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 1:12:07 AM","91.203.248.8","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:57:07 PM","221.7.105.177","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:31:07 AM","154.212.17.120","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 2:11:07 PM","152.123.87.34","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 3:39:07 PM","13.10.130.158","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 1:38:07 PM","217.213.115.200","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:09:07 AM","16.50.241.197","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 12:24:07 AM","93.200.148.248","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 4:59:07 PM","80.201.245.91","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:27:07 PM","146.204.130.218","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:52:07 PM","90.173.5.33","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 4:04:07 PM","126.214.148.233","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:48:07 AM","185.185.168.153","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:28:07 AM","50.205.20.71","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:24:07 PM","69.168.122.211","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 1:06:07 PM","88.227.79.173","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:35:07 AM","112.92.253.84","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:22:07 AM","84.51.10.42","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 9:25:07 PM","189.189.76.84","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:51:07 AM","79.235.139.106","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:43:07 AM","162.192.72.253","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:44:07 AM","13.197.139.69","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 12:12:07 PM","97.32.231.39","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 1:13:07 AM","12.190.113.35","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:29:07 PM","115.200.108.55","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 4:00:07 AM","218.80.20.131","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:18:07 AM","107.113.154.128","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 3:46:07 PM","58.70.123.14","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 10:00:07 AM","185.226.253.15","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 2:32:07 PM","224.218.171.124","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 3:52:07 PM","243.148.232.125","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 3:11:07 AM","246.94.150.91","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 4:16:07 AM","81.139.80.153","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 2:42:07 PM","106.184.36.1","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 3:25:07 PM","38.18.251.126","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:17:07 AM","66.214.242.79","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 1:14:07 PM","5.82.127.169","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:39:07 PM","225.194.87.237","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:24:07 PM","128.63.90.154","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 1:48:07 AM","38.197.244.92","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:31:07 PM","210.179.176.64","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:48:07 AM","219.185.94.194","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:50:07 PM","74.110.232.13","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 3:59:07 PM","101.153.189.187","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 9:36:07 PM","68.77.20.62","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 5:27:07 AM","116.144.30.88","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:46:07 AM","39.174.57.142","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:54:07 PM","102.8.16.93","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 4:40:07 AM","63.138.144.81","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:20:07 PM","90.171.122.152","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:37:07 PM","201.159.131.83","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 5:04:07 AM","15.244.71.225","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 12:30:07 PM","94.175.224.111","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:36:07 AM","24.63.102.5","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 9:24:07 AM","47.134.79.7","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 10:20:07 PM","164.0.158.174","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:26:07 AM","252.188.177.143","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 2:32:07 PM","54.75.188.177","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 4:15:07 AM","242.25.32.42","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:26:07 AM","32.114.125.108","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:07:07 PM","52.53.242.209","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 8:42:07 AM","220.69.128.56","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:48:07 AM","98.58.50.192","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 9:19:07 AM","173.68.53.57","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 9:19:07 AM","21.195.158.158","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 10:23:07 PM","57.200.3.100","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:30:07 AM","81.7.153.28","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 3:39:07 AM","108.109.19.167","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 8:50:07 AM","249.122.250.232","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 1:45:07 PM","220.222.60.19","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 12:56:07 PM","252.135.142.144","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 3:15:07 AM","49.56.252.112","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 1:15:07 PM","157.87.92.114","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:54:07 AM","29.30.167.153","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 12:53:07 PM","18.250.209.156","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 1:58:07 AM","24.38.240.168","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 8:41:07 PM","63.105.22.248","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:28:07 AM","196.96.114.92","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:53:07 AM","149.197.47.45","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:18:07 AM","134.15.38.143","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 2:07:07 AM","246.173.50.94","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:06:07 PM","48.226.220.191","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 3:26:07 PM","166.157.237.138","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:03:07 AM","198.43.146.121","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 1:45:07 AM","158.72.23.137","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:26:07 PM","248.79.181.47","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:08:07 PM","64.51.82.36","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 1:47:07 AM","9.58.229.166","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:09:07 AM","57.163.208.39","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 1:24:07 PM","96.47.15.219","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 12:27:07 AM","178.215.248.223","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 12:07:07 AM","216.180.229.149","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 9:09:07 PM","122.180.77.153","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 10:04:07 AM","167.183.239.48","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 3:38:07 AM","82.19.108.61","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:33:07 PM","213.38.202.0","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 4:42:07 PM","33.148.213.181","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 12:47:07 PM","248.83.63.74","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 8:50:07 AM","139.141.251.88","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 9:31:07 AM","178.166.101.186","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 4:19:07 AM","20.163.239.64","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 1:10:07 PM","166.67.143.197","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 8:58:07 AM","68.156.132.9","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:18:07 AM","108.141.179.10","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 1:54:07 PM","70.18.47.6","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 9:16:07 PM","179.247.210.70","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:43:07 PM","104.225.20.5","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 2:54:07 PM","147.124.214.221","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 4:29:07 PM","202.45.89.80","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 3:40:07 AM","61.233.152.159","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:13:07 AM","186.76.133.133","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:21:07 PM","196.40.182.41","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 10:49:07 PM","131.63.181.122","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 8:37:07 PM","78.111.196.118","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 2:48:07 AM","65.167.123.167","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 8:00:07 AM","61.115.43.55","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:32:07 PM","147.242.17.48","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:29:07 PM","148.2.83.130","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 12:17:07 PM","104.177.182.233","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 4:23:07 AM","219.68.3.48","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 5:26:07 AM","20.127.163.202","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 9:38:07 AM","57.133.184.128","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 4:08:07 AM","97.96.49.18","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 5:15:07 PM","221.128.14.96","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:59:07 AM","217.113.133.94","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 4:05:07 PM","48.56.151.249","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 4:43:07 AM","166.17.137.34","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 4:27:07 PM","121.191.128.174","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 6:01:07 AM","197.15.43.172","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 12:39:07 AM","171.50.239.141","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 10:34:07 PM","53.107.24.226","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 11:53:07 AM","142.2.132.34","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 1:47:07 AM","150.202.1.49","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 12:33:07 AM","17.16.249.174","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 7:42:07 PM","107.187.192.92","192.168.1.1","80","DDoS","Blocked"
"12/27/2024 1:51:07 AM","111.178.216.55","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 2:28:07 PM","85.49.76.80","192.168.1.1","80","DDoS","Blocked"
"12/26/2024 1:02:07 PM","63.254.188.74","192.168.1.1","80","DDoS","Blocked"
